Country,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
East Asia & Pacific (IDA & IBRD countries),TEA,"2218,0314895279","2350,5168827922","2550,7315165261","2775,0555165733","3015,3337736986","3259,5655126604","3499,8761973955","3684,7527058118","3666,4690269059","3836,0006831466","4073,2992923864","4293,4480446457","4577,2683456281","4920,4981209391","5301,6097521423","5747,4748550427","6287,1990718612","6962,2106787793","7469,7352471442","7954,2558432778","8647,9648306188","9283,3574141179","9886,2017909254","10492,8279181801","11108,3909846067","11738,6232284483","12400,2989068085","13113,3768405227","13862,322993086","14568,874563625","14618,107026819","15549,277450061"
Europe & Central Asia (IDA & IBRD countries),TEC,"14991,9719195306","14043,2942172789","12590,7438697059","11838,7807129045","10652,0859852646","10508,2741180634","10517,9487817552","10765,4092253036","10657,2046321854","10924,2754774104","11749,1117264287","12117,7197644574","12739,049054215","13550,9857117857","14631,5342046976","15568,7863153792","16776,6429278724","18045,7040008608","18806,2076203486","17742,4934178955","18474,1076182416","19450,3959457531","20004,4295013492","20523,5613861957","20768,2321936088","20831,2313320513","21081,7815934269","21850,3504028525","22567,6134744839","23092,1772955826","22648,6434814349","24165,1472761784"
Togo,TGO,"1740,3102860814","1678,6401665169","1566,2835782694","1338,9136532745","1534,1661162735","1582,255441776","1657,6457082539","1835,4222180117","1741,7276327372","1733,7489990003","1672,0457863064","1640,8001615429","1659,6837616202","1725,650257071","1664,4810780916","1546,1439960537","1543,1755065206","1481,3400596601","1498,1761404986","1537,617907145","1588,3982413841","1645,7479628507","1708,3872921177","1766,9950829884","1824,8355734779","1881,905111091","1937,7425507746","1972,6971961295","2020,9655609562","2080,5242428566","2066,9707162511","2124,8042268335"
Thailand,THA,"7273,0591047422","7772,8576818949","8277,3533272943","8830,575052512","9401,0652886533","10025,0879356016","10453,3894280972","10035,8699468513","9156,2144456719","9467,9212392949","9791,8959705877","10036,3294690388","10558,4674908695","11220,683300897","11828,8390434639","12228,6609049158","12739,7377155228","13330,2088760218","13459,2465196997","13270,6176143647","14172,2180561451","14199,2795150368","15129,9009336723","15442,3800948974","15509,1811014405","15919,3698642621","16393,3147372019","17008,0384242563","17669,0455750573","18003,6714479589","16848,5843195749","17077,0438781575"
Tajikistan,TJK,"3990,9006015046","3615,166071892","2521,4326864801","2085,2091041013","1616,6905204048","1389,1082307055","1134,2309907105","1137,9337983636","1190,6563052365","1228,1702170795","1312,7122259633","1407,9975296873","1528,3569258488","1663,2363877003","1799,8310765404","1884,9607509652","1980,249775172","2095,8144070746","2219,3226086983","2261,426804957","2360,0149574968","2481,5719506574","2610,1665936849","2741,2246814923","2858,2354247076","2959,9941380371","3091,2272805391","3236,439343503","3405,0907558965","3575,2797129245","3651,9421074206","3903,3200072421"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"10550,1939749426","10703,2151212889","10809,9744792663","11085,3014826979","11483,7150487478","11353,5633324967","11625,3610903561","12050,1429556363","12179,9284984032","12045,5089729806","12289,0939410137","12147,4520428764","12045,9418666057","12196,7171896666","12691,8207086603","13043,005256199","13552,2541396499","14112,0699194313","14483,603907333","14027,674557379","14794,2096408708","15306,1600914166","15548,1352490449","15836,7633097869","15919,5756540894","15865,8508326299","15715,3370817014","15872,3050559667","16006,955325969","15985,1467495654","14800,9729027182","15703,6998738581"
Timor-Leste,TLS,,,,,,,,,,,"2314,8099935593","2649,0717822504","2426,3587425055","2329,6606961084","2291,3387702374","2303,0135717144","2152,0805155928","2315,2096851181","2520,2936277691","2717,4364857082","2908,3279195985","3013,7428690441","3091,558331097","3121,9580426571","3197,4999774292","3228,6750819015","3286,794567894","3138,4387454315","3070,8085193853","3737,7964279881","4856,5180871398","5032,4099997323"
Middle East & North Africa (IDA & IBRD countries),TMN,"6837,9356919511","6667,3209888953","6807,5345766007","6760,3100474603","6721,2082995738","6768,3074394771","7056,4501912675","7160,7292651344","7449,5104232359","7641,0559087128","7953,465239602","8019,6775944645","8154,6613220348","8245,111202471","8667,0873059168","8873,6400542104","9166,8232339981","9571,4475636456","9728,227053391","9775,595515342","10078,4830211421","9846,2099355548","10049,8320944852","9918,5019867586","10038,7270433863","10039,0739703364","10430,4399676058","10610,8515734057","10609,7669881553","10539,4419926837","10164,8173860065","10478,9179179421"
Tonga,TON,"3625,4367968827","3846,9793373201","3846,9592267205","3981,4548547052","4168,6233748948","4465,1927422561","4535,9226050011","4570,298035482","4651,0194363402","4793,3893795733","4806,1130823515","4956,9652525957","5167,5390516999","5256,1233483336","5098,8433546435","5074,1349524288","5040,0171193124","5032,4492049709","5257,0055633333","4973,8271596478","5002,6322865144","5332,403591786","5381,7459620819","5419,3736704795","5552,7820817835","5644,5350831221","6039,0537960444","6256,9812728523","6287,881802076","6344,3114735294","6356,9597206591","6142,8570540547"
South Asia (IDA & IBRD),TSA,"1963,0358444145","1960,6070242645","2029,0298409011","2069,8529140782","2145,2930649565","2243,7293408317","2345,8676864466","2384,1595604009","2464,7267367698","2598,9356531537","2653,6699106094","2719,1634144258","2763,3695639319","2909,0439725049","3073,071140101","3249,6297850806","3441,6348826464","3635,5433317273","3699,772143047","3898,8712026742","4127,931343053","4275,2866756308","4446,0016900649","4651,3846746269","4909,9019811701","5205,7125495199","5537,5727821204","5827,1341585566","6123,9852500338","6287,8601812311","5896,236736221","6299,5947863872"
Sub-Saharan Africa (IDA & IBRD countries),TSS,"2930,7515424484","2867,1148927859","2785,8524953636","2694,6845340584","2653,195529541","2676,9010121919","2741,3287834814","2786,6113664793","2784,4609674735","2776,8367750934","2799,6542924406","2843,4465514355","2936,6374797395","2978,9747246945","3091,3170087919","3192,6915491996","3298,8675577352","3409,4831811055","3491,1815268454","3493,7403569679","3599,5241294407","3656,677023244","3684,9445442654","3765,0273741383","3843,5448311838","3853,2708686954","3813,0122362562","3813,7359094648","3822,5564143762","3826,4426835466","3657,4009117999","3716,9844594634"
Trinidad and Tobago,TTO,"9766,8178931274","9994,2101617177","10923,5110910672","10779,3796103604","11100,2562295476","11466,5206935859","12232,1077838432","13105,0471171694","14122,6236126548","15204,3097930686","16190,9030405306","16785,6388847181","18018,2961474688","20504,779701516","22010,941331785","23242,6396361257","26162,6444310656","27249,2988164504","28012,8731575985","26622,2938325783","27329,4246905565","27062,3840120133","28642,3354261726","29529,5768803151","30301,9348777031","29876,98073249","27682,4453958065","26213,9245138455","25534,8405191937","25306,6179591636","23391,3162055382","23037,1433010317"
Tunisia,TUN,"5659,9074172202","5756,2085613063","6078,8487330553","6091,1237225229","6170,6431943459","6213,1716253227","6560,8491641601","6825,6135403759","7064,0369826754","7406,8417414198","7673,1937627492","7883,3654055372","7908,9440861689","8200,2398141211","8628,2786005249","8846,4901685633","9225,8497447082","9754,7550473347","10072,9506119496","10279,3019859976","10477,3040018316","10134,9968403828","10428,2713960167","10562,6624053363","10766,4969727053","10749,4905735778","10750,7137697741","10874,9468863561","11042,9613484214","11100,8202863177","10050,0458593482","10397,9439407434"
Turkiye,TUR,"12535,9196393844","12398,6563588612","12796,127323353","13536,2209483881","12679,874810599","13449,2756277799","14205,066788744","15036,1769896386","15158,999506441","14445,3857396939","15223,3516934721","14136,6705970308","14839,1305823145","15488,1102122939","16775,0791956695","18038,8129252324","19043,6222765122","19757,8203114617","19680,940012927","18497,0090594997","19790,0685961517","21716,2651537909","22422,5364498002","23912,732066547","24600,5182148512","25594,6596877067","25996,966256167","27582,8323486902","28157,9779161848","28150,0589486703","28473,2058583828","31466,5599244857"
Tuvalu,TUV,"2703,2469159002","2749,3106389561","2792,5486983341","2891,7617920278","3175,1234271657","3008,0446351537","2821,0718705449","3097,1472629195","3575,7576155462","3517,6494545803","3484,230024818","3490,3865480923","3827,5783443176","3638,8192640538","3511,4448791782","3307,2499138779","3348,0567277364","3545,1426226929","3736,2048263458","3456,9227976278","3334,6070753433","3512,032536765","3388,5388161551","3515,1397670108","3521,2676370515","3895,9304165132","4125,9379505094","4208,9237598602","4268,1798715696","4816,5532098674","4839,6155750425","4924,0271747431"
Tanzania,TZA,"1338,9809570313","1332,0024414063","1306,3624267578","1280,9464111328","1251,4700927734","1255,4390869141","1288,1032714844","1306,53515625","1320,1638183594","1348,3770751953","1370,0079345703","1414,2604980469","1475,5526123047","1532,7595214844","1603,74609375","1676,5952148438","1736,7749023438","1803,1079101563","1854,4244384766","1903,9615478516","1972,9810791016","2064,7106933594","2095,8745117188","2171,4421386719","2246,5607910156","2306,6381835938","2380,9313964844","2458,3427734375","2510,9663085938","2577,6657714844","2551,2062988281","2581,6997070313"
Uganda,UGA,"901,660809496","921,0850515878","920,6515300568","963,437566597","991,4082931024","1075,9356484155","1142,1360204738","1165,9616410957","1187,2966490852","1242,0518873228","1241,5328658522","1266,7273614075","1335,195276599","1377,9520344513","1428,8487113019","1475,8116501557","1588,0022549744","1671,8217498461","1764,9931162578","1830,8716668068","1878,5209178088","1996,0655767498","2013,5463413851","2026,6228394446","2067,795416917","2108,8602576726","2137,2072777552","2128,3968687566","2186,9071469757","2250,0149216463","2240,4902372903","2246,4141107728"
Ukraine,UKR,"16428,48046875","14967,7333984375","13447,1640625","11531,298828125","8934,775390625","7906,95703125","7179,677734375","7028,0463867188","6956,3989257813","7008,2436523438","7496,8129882813","8242,703125","8765,6826171875","9678,0869140625","10902,0380859375","11319,5107421875","12259,158203125","13345,771484375","13719,271484375","11694,4482421875","12221,4404296875","12933,3564453125","12985,0869140625","13020,6005859375","12385,8134765625","11216,1181640625","11536,31640625","11860,560546875","12336,9267578125","12804,955078125","12407,7900390625","12943,6142578125"
Upper middle income,UMC,"5967,5918522688","5902,5241497074","5799,0903480222","5902,8434671885","5961,3959530935","6061,6856417551","6275,3046466524","6540,6398422193","6623,9567474588","6790,1854044129","7166,7967111062","7342,6129058436","7617,0556323923","7996,5838304877","8570,3625640976","9136,8999234799","9845,7018549757","10672,2000635768","11239,052568765","11333,1793820922","12156,7531700363","12849,5773437016","13476,7767537659","14056,5915332107","14538,0288054671","14978,6012528002","15443,4157847765","16094,1063092863","16737,3785473478","17273,3334195457","17017,1226616181","18192,8726345989"
Uruguay,URY,"11039,8074130636","11363,543579646","12193,45888569","12446,4083092603","13276,4996034353","13009,4525120102","13657,0744610611","14740,216803046","15323,1381141751","14951,3861524734","14603,773220504","14005,3110869402","12900,9161973977","12990,0293431621","13625,2572485018","14624,6666053057","15202,9128772547","16166,4211398513","17287,7246523084","17978,05535963","19331,8488954686","20275,4410559334","20933,6886127713","21839,4084424398","22477,0601251156","22486,4285377569","22793,070886189","23106,9981937526","23184,6247520606","23256,5978718834","21828,6402984835","22800,6897022966"
United States,USA,"40456,2409054113","39876,0174476714","40712,0631200606","41284,3560783296","42424,1685567965","43047,2600560444","44154,5471649016","45566,2616695578","47056,5113030007","48749,5975297555","50175,7382351715","50155,7082165499","50535,2736013571","51503,7722407422","52995,2430850196","54338,0281353073","55314,2033804836","55892,1981615237","55433,6765100271","53521,205843608","54516,8563819134","54960,9067304801","55803,5135102346","56438,9438477464","57308,3184170874","58427,552235676","58972,9006126681","59914,7777969757","61355,6490388014","62478,2539535741","60167,8567956122","63669,7104020679"
Uzbekistan,UZB,"3638,8768403072","3544,5860939544","3074,6588206567","2936,4481281854","2729,6377755079","2656,6326336768","2650,6095986236","2736,364944375","2808,4610100041","2897,8200356971","2967,6019103766","3052,281504062","3134,9611740495","3229,847924321","3430,6285590517","3626,6208244021","3849,5943806825","4154,7025782394","4457,6992209952","4735,9952203491","4953,9613678181","5185,684619924","5472,8335071003","5781,1565702688","6075,1922241286","6401,1151676667","6663,9496139403","6840,7098600171","7082,9254933329","7348,1468826542","7344,2203264563","7734,83241392"
St. Vincent and the Grenadines,VCT,"6499,7763541199","6556,5081669618","6947,4503719376","7217,3335379547","7107,0844899207","7643,6379309295","7734,2233435103","8006,3002755386","8341,8762998389","8580,7444202542","8735,3320515811","8901,498233552","9392,8143790177","10051,6202604166","10511,6816132729","10827,5972838562","11649,2425270747","12101,8336600785","12206,7564931618","12090,6936146771","11606,3975591917","11600,2358872089","11803,1764257604","12165,0738727554","12366,3740870862","12762,1345992156","13356,8096123777","13633,0481192041","14084,9386441645","14189,9603548528","13473,5945261379","13695,0392209813"
Vietnam,VNM,"2099,3946490321","2177,4737439293","2317,2666678959","2455,5087825227","2623,7200219536","2825,016443221","3039,9380407183","3239,6816458712","3378,9048339647","3495,0979683807","3690,8681664053","3879,3389578405","4082,373427866","4319,3740143384","4597,7572571644","4895,3466593247","5186,4320647684","5503,0724201805","5757,923915668","6006,5801488421","6324,5256356102","6658,6671238302","6950,2876915557","7257,7292728972","7641,9092524292","8091,0901014048","8545,7025940323","9050,688533862","9636,0124945627","10252,0046223512","10450,6223815693","10628,2191657215"
Vanuatu,VUT,"2774,0902624875","2791,1858935396","2792,9472050336","2744,7551949612","2921,9010213268","2881,1440687589","2878,9790715705","2950,0540426646","2916,0247059487","2858,049336374","2954,2182029627","2782,0054179397","2570,9590062889","2614,8068630453","2652,9686334337","2726,8371020384","2887,3501996171","2899,8561120916","2988,884897311","3005,9540261747","2972,3172203636","2994,3852854882","2953,8786319644","2897,514060101","2917,6272997775","2859,3497113236","2921,7577595351","3031,1906282099","3045,0426339055","3070,3508278316","2836,8135154251","2783,0195540048"
World,WLD,"9697,5078901225","9667,6999783114","9665,2099609342","9670,0777501204","9791,4224482823","9949,6674905695","10175,5111946136","10418,8014742058","10526,8535069317","10749,0061034737","11108,3243282037","11215,0400948342","11367,6385207474","11637,8283499997","12074,2057739938","12463,140699158","12933,7365293925","13428,6166586508","13622,655462847","13359,5580423111","13868,4057681176","14230,7188618491","14504,9890255761","14789,621665676","15112,6528962926","15433,1797192001","15750,0835340842","16156,3532229911","16558,9986328038","16847,4609675018","16175,7760922283","16997,1348521942"
Samoa,WSM,"3655,8884997294","3560,8988339325","3530,7971013842","3642,0345328552","3513,6702260213","3709,6930837924","3935,2636184513","3919,98956017","3965,1214744549","4011,1723352309","4174,2954289124","4446,006640322","4669,6072059849","4891,7854767341","5025,8349745618","5343,7977686672","5436,0335413385","5430,935034384","5585,6789514719","5515,4772346946","5808,3039075374","5980,291451656","5705,5792464585","5659,8514491616","5645,8655783892","5811,0050038294","6214,7149670503","6238,7958754559","6139,5227283717","6346,146334565","6062,3666482402","5534,1269583141"
Kosovo,XKX,,,,,,,,,,,,,,,,,,,"7032,45229722","7327,4391970933","7627,8914299614","8040,5938137586","8105,3749316137","8486,5654967283","8796,6296201269","9445,1054761887","10031,0441699213","10436,1688459323","10755,1675393466","11318,462250308","10706,5139756298","11884,1799153897"
South Africa,ZAF,"10391,9641372069","10026,3258618545","9612,3928734882","9555,9867622501","9692,5357657147","9829,8619491106","10097,4734410329","10217,3802098287","10141,4625866116","10270,0635127072","10598,860669143","10789,0511567594","11086,9236950785","11308,8832104594","11713,8803525261","12216,0276406035","12776,8779422812","13325,982825217","13596,2876855281","13228,8947859009","13469,3611287913","13721,6851257843","13864,9709645476","14017,4110148759","13993,270144214","13887,2112157145","13844,2759626997","13950,4534760766","13990,3148928604","13852,2059686427","12815,9095906516","13311,9256986548"
Zambia,ZMB,"2290,0392259546","2232,8374413957","2141,5046145078","2232,7103790765","1991,1859250002","1999,3568419733","2071,708828128","2096,2945929348","2034,8971834872","2074,4536626438","2096,4904115654","2142,7875242365","2171,9311790264","2252,115134905","2335,0699098368","2422,4349554282","2525,0977444439","2641,0315643132","2746,4904824114","2894,9639972585","3083,3553211636","3146,8445530679","3275,9683777004","3330,8769033681","3375,9412698159","3365,3792588942","3384,268143509","3395,4796855024","3425,9489362283","3372,3589795823","3183,6507732626","3236,7889809219"
Zimbabwe,ZWE,"2704,7572993949","2781,7878435695","2468,2782568668","2458,7832550344","2670,106615174","2641,3782714043","2867,026042641","2896,1473078215","2931,7251438886","2866,0328863699","2750,6012362334","2772,3252338898","2510,2289228817","2067,8803745922","1934,1646425568","1814,1743814988","1736,358333369","1656,7891797952","1353,2073688692","1500,3797849729","1799,5402328706","2033,1813749649","2310,8072167753","2333,6445320224","2316,954535822","2313,8785534265","2286,6235491185","2331,7808329409","2399,6215510786","2203,3968096215","1990,3194192922","2115,1445550068"
